series_id,period_date,year,period,month,period_abbr,period_name,value,sizeclass_code,industry_code,industry_text,state_code,state_text,dataelement_code,dataelement_text
JTS540099000000000HIR         ,1/1/2019,2019,M01,1,JAN,January,5,0,540099,Professional and business services,0,Total US,HI,Hires
JTS540099000000000HIR         ,1/1/2020,2020,M01,1,JAN,January,5.4,0,540099,Professional and business services,0,Total US,HI,Hires
JTS540099000000000HIR         ,1/1/2021,2021,M01,1,JAN,January,5.2,0,540099,Professional and business services,0,Total US,HI,Hires
JTS600000000000000HIR         ,1/1/2019,2019,M01,1,JAN,January,3.2,0,600000,Education and health services,0,Total US,HI,Hires
JTS600000000000000HIR         ,1/1/2020,2020,M01,1,JAN,January,3.3,0,600000,Education and health services,0,Total US,HI,Hires
JTS600000000000000HIR         ,1/1/2021,2021,M01,1,JAN,January,3,0,600000,Education and health services,0,Total US,HI,Hires
JTS610000000000000HIR         ,1/1/2019,2019,M01,1,JAN,January,2.9,0,610000,Educational services,0,Total US,HI,Hires
JTS610000000000000HIR         ,1/1/2020,2020,M01,1,JAN,January,3,0,610000,Educational services,0,Total US,HI,Hires
JTS610000000000000HIR         ,1/1/2021,2021,M01,1,JAN,January,3.3,0,610000,Educational services,0,Total US,HI,Hires
JTS620000000000000HIR         ,1/1/2019,2019,M01,1,JAN,January,3.2,0,620000,Health care and social assistance,0,Total US,HI,Hires
JTS620000000000000HIR         ,1/1/2020,2020,M01,1,JAN,January,3.3,0,620000,Health care and social assistance,0,Total US,HI,Hires
JTS620000000000000HIR         ,1/1/2021,2021,M01,1,JAN,January,3,0,620000,Health care and social assistance,0,Total US,HI,Hires
JTS700000000000000HIR         ,1/1/2019,2019,M01,1,JAN,January,6.8,0,700000,Leisure and hospitality,0,Total US,HI,Hires
JTS700000000000000HIR         ,1/1/2020,2020,M01,1,JAN,January,6.6,0,700000,Leisure and hospitality,0,Total US,HI,Hires
JTS700000000000000HIR         ,1/1/2021,2021,M01,1,JAN,January,7.1,0,700000,Leisure and hospitality,0,Total US,HI,Hires
JTS710000000000000HIR         ,1/1/2019,2019,M01,1,JAN,January,7.2,0,710000,"Arts, entertainment, and recreation",0,Total US,HI,Hires
JTS710000000000000HIR         ,1/1/2020,2020,M01,1,JAN,January,7.1,0,710000,"Arts, entertainment, and recreation",0,Total US,HI,Hires
JTS710000000000000HIR         ,1/1/2021,2021,M01,1,JAN,January,7.1,0,710000,"Arts, entertainment, and recreation",0,Total US,HI,Hires
JTS720000000000000HIR         ,1/1/2019,2019,M01,1,JAN,January,6.8,0,720000,Accommodation and food services,0,Total US,HI,Hires
JTS720000000000000HIR         ,1/1/2020,2020,M01,1,JAN,January,6.5,0,720000,Accommodation and food services,0,Total US,HI,Hires
JTS720000000000000HIR         ,1/1/2021,2021,M01,1,JAN,January,7.1,0,720000,Accommodation and food services,0,Total US,HI,Hires
JTS810000000000000HIR         ,1/1/2019,2019,M01,1,JAN,January,3.9,0,810000,Other services,0,Total US,HI,Hires
JTS810000000000000HIR         ,1/1/2020,2020,M01,1,JAN,January,4,0,810000,Other services,0,Total US,HI,Hires
JTS810000000000000HIR         ,1/1/2021,2021,M01,1,JAN,January,3.9,0,810000,Other services,0,Total US,HI,Hires
JTS900000000000000HIR         ,1/1/2019,2019,M01,1,JAN,January,1.6,0,900000,Government,0,Total US,HI,Hires
JTS900000000000000HIR         ,1/1/2020,2020,M01,1,JAN,January,1.7,0,900000,Government,0,Total US,HI,Hires
JTS900000000000000HIR         ,1/1/2021,2021,M01,1,JAN,January,1.7,0,900000,Government,0,Total US,HI,Hires
JTS910000000000000HIR         ,1/1/2019,2019,M01,1,JAN,January,1.1,0,910000,Federal,0,Total US,HI,Hires
JTS910000000000000HIR         ,1/1/2020,2020,M01,1,JAN,January,1.6,0,910000,Federal,0,Total US,HI,Hires
JTS910000000000000HIR         ,1/1/2021,2021,M01,1,JAN,January,1.1,0,910000,Federal,0,Total US,HI,Hires
JTS920000000000000HIR         ,1/1/2019,2019,M01,1,JAN,January,1.7,0,920000,State and local,0,Total US,HI,Hires
JTS920000000000000HIR         ,1/1/2020,2020,M01,1,JAN,January,1.7,0,920000,State and local,0,Total US,HI,Hires
JTS920000000000000HIR         ,1/1/2021,2021,M01,1,JAN,January,1.8,0,920000,State and local,0,Total US,HI,Hires
JTS923000000000000HIR         ,1/1/2019,2019,M01,1,JAN,January,1.6,0,923000,State and local government education,0,Total US,HI,Hires
JTS923000000000000HIR         ,1/1/2020,2020,M01,1,JAN,January,1.7,0,923000,State and local government education,0,Total US,HI,Hires
JTS923000000000000HIR         ,1/1/2021,2021,M01,1,JAN,January,2,0,923000,State and local government education,0,Total US,HI,Hires
JTS929000000000000HIR         ,1/1/2019,2019,M01,1,JAN,January,1.9,0,929000,"State and local government, excluding education",0,Total US,HI,Hires
JTS929000000000000HIR         ,1/1/2020,2020,M01,1,JAN,January,1.8,0,929000,"State and local government, excluding education",0,Total US,HI,Hires
JTS929000000000000HIR         ,1/1/2021,2021,M01,1,JAN,January,1.5,0,929000,"State and local government, excluding education",0,Total US,HI,Hires
JTS000000010000000HIR         ,1/1/2019,2019,M01,1,JAN,January,3.7,0,0,Total nonfarm,1,Alabama,HI,Hires
JTS000000010000000HIR         ,1/1/2020,2020,M01,1,JAN,January,3.7,0,0,Total nonfarm,1,Alabama,HI,Hires
JTS000000010000000HIR         ,1/1/2021,2021,M01,1,JAN,January,3.5,0,0,Total nonfarm,1,Alabama,HI,Hires
JTS000000020000000HIR         ,1/1/2019,2019,M01,1,JAN,January,6.1,0,0,Total nonfarm,2,Alaska,HI,Hires
JTS000000020000000HIR         ,1/1/2020,2020,M01,1,JAN,January,6.1,0,0,Total nonfarm,2,Alaska,HI,Hires
JTS000000020000000HIR         ,1/1/2021,2021,M01,1,JAN,January,6.3,0,0,Total nonfarm,2,Alaska,HI,Hires
JTS000000040000000HIR         ,1/1/2019,2019,M01,1,JAN,January,4.2,0,0,Total nonfarm,4,Arizona,HI,Hires
JTS000000040000000HIR         ,1/1/2020,2020,M01,1,JAN,January,4.3,0,0,Total nonfarm,4,Arizona,HI,Hires
JTS000000040000000HIR         ,1/1/2021,2021,M01,1,JAN,January,4.1,0,0,Total nonfarm,4,Arizona,HI,Hires
JTS000000050000000HIR         ,1/1/2019,2019,M01,1,JAN,January,4.2,0,0,Total nonfarm,5,Arkansas,HI,Hires
JTS000000050000000HIR         ,1/1/2020,2020,M01,1,JAN,January,4.6,0,0,Total nonfarm,5,Arkansas,HI,Hires
JTS000000050000000HIR         ,1/1/2021,2021,M01,1,JAN,January,4.4,0,0,Total nonfarm,5,Arkansas,HI,Hires
JTS000000060000000HIR         ,1/1/2019,2019,M01,1,JAN,January,3.2,0,0,Total nonfarm,6,California,HI,Hires
JTS000000060000000HIR         ,1/1/2020,2020,M01,1,JAN,January,3.7,0,0,Total nonfarm,6,California,HI,Hires
JTS000000060000000HIR         ,1/1/2021,2021,M01,1,JAN,January,3.8,0,0,Total nonfarm,6,California,HI,Hires
JTS000000080000000HIR         ,1/1/2019,2019,M01,1,JAN,January,4.2,0,0,Total nonfarm,8,Colorado,HI,Hires
JTS000000080000000HIR         ,1/1/2020,2020,M01,1,JAN,January,4.3,0,0,Total nonfarm,8,Colorado,HI,Hires
JTS000000080000000HIR         ,1/1/2021,2021,M01,1,JAN,January,4.3,0,0,Total nonfarm,8,Colorado,HI,Hires
JTS000000090000000HIR         ,1/1/2019,2019,M01,1,JAN,January,3.1,0,0,Total nonfarm,9,Connecticut,HI,Hires
JTS000000090000000HIR         ,1/1/2020,2020,M01,1,JAN,January,3.7,0,0,Total nonfarm,9,Connecticut,HI,Hires
JTS000000090000000HIR         ,1/1/2021,2021,M01,1,JAN,January,3.3,0,0,Total nonfarm,9,Connecticut,HI,Hires
JTS000000100000000HIR         ,1/1/2019,2019,M01,1,JAN,January,4.7,0,0,Total nonfarm,10,Delaware,HI,Hires
JTS000000100000000HIR         ,1/1/2020,2020,M01,1,JAN,January,4.5,0,0,Total nonfarm,10,Delaware,HI,Hires
JTS000000100000000HIR         ,1/1/2021,2021,M01,1,JAN,January,4.3,0,0,Total nonfarm,10,Delaware,HI,Hires
JTS000000110000000HIR         ,1/1/2019,2019,M01,1,JAN,January,2.8,0,0,Total nonfarm,11,District of Columbia,HI,Hires
JTS000000110000000HIR         ,1/1/2020,2020,M01,1,JAN,January,3.1,0,0,Total nonfarm,11,District of Columbia,HI,Hires
JTS000000110000000HIR         ,1/1/2021,2021,M01,1,JAN,January,2.3,0,0,Total nonfarm,11,District of Columbia,HI,Hires
JTS000000120000000HIR         ,1/1/2019,2019,M01,1,JAN,January,3.8,0,0,Total nonfarm,12,Florida,HI,Hires
JTS000000120000000HIR         ,1/1/2020,2020,M01,1,JAN,January,4.2,0,0,Total nonfarm,12,Florida,HI,Hires
JTS000000120000000HIR         ,1/1/2021,2021,M01,1,JAN,January,2.9,0,0,Total nonfarm,12,Florida,HI,Hires
JTS000000130000000HIR         ,1/1/2019,2019,M01,1,JAN,January,3.9,0,0,Total nonfarm,13,Georgia,HI,Hires
JTS000000130000000HIR         ,1/1/2020,2020,M01,1,JAN,January,4,0,0,Total nonfarm,13,Georgia,HI,Hires
JTS000000130000000HIR         ,1/1/2021,2021,M01,1,JAN,January,4.4,0,0,Total nonfarm,13,Georgia,HI,Hires
JTS000000150000000HIR         ,1/1/2019,2019,M01,1,JAN,January,4.7,0,0,Total nonfarm,15,Hawaii,HI,Hires
JTS000000150000000HIR         ,1/1/2020,2020,M01,1,JAN,January,3.8,0,0,Total nonfarm,15,Hawaii,HI,Hires
JTS000000150000000HIR         ,1/1/2021,2021,M01,1,JAN,January,3.7,0,0,Total nonfarm,15,Hawaii,HI,Hires
JTS000000160000000HIR         ,1/1/2019,2019,M01,1,JAN,January,4.8,0,0,Total nonfarm,16,Idaho,HI,Hires
JTS000000160000000HIR         ,1/1/2020,2020,M01,1,JAN,January,4.9,0,0,Total nonfarm,16,Idaho,HI,Hires
JTS000000160000000HIR         ,1/1/2021,2021,M01,1,JAN,January,4.7,0,0,Total nonfarm,16,Idaho,HI,Hires
JTS000000170000000HIR         ,1/1/2019,2019,M01,1,JAN,January,3.7,0,0,Total nonfarm,17,Illinois,HI,Hires
JTS000000170000000HIR         ,1/1/2020,2020,M01,1,JAN,January,3.5,0,0,Total nonfarm,17,Illinois,HI,Hires
JTS000000170000000HIR         ,1/1/2021,2021,M01,1,JAN,January,4.7,0,0,Total nonfarm,17,Illinois,HI,Hires
JTS000000180000000HIR         ,1/1/2019,2019,M01,1,JAN,January,4.1,0,0,Total nonfarm,18,Indiana,HI,Hires
JTS000000180000000HIR         ,1/1/2020,2020,M01,1,JAN,January,4.6,0,0,Total nonfarm,18,Indiana,HI,Hires
JTS000000180000000HIR         ,1/1/2021,2021,M01,1,JAN,January,3.7,0,0,Total nonfarm,18,Indiana,HI,Hires
JTS000000190000000HIR         ,1/1/2019,2019,M01,1,JAN,January,3.5,0,0,Total nonfarm,19,Iowa,HI,Hires
JTS000000190000000HIR         ,1/1/2020,2020,M01,1,JAN,January,3.4,0,0,Total nonfarm,19,Iowa,HI,Hires
JTS000000190000000HIR         ,1/1/2021,2021,M01,1,JAN,January,3.6,0,0,Total nonfarm,19,Iowa,HI,Hires
JTS000000200000000HIR         ,1/1/2019,2019,M01,1,JAN,January,3.4,0,0,Total nonfarm,20,Kansas,HI,Hires
JTS000000200000000HIR         ,1/1/2020,2020,M01,1,JAN,January,3.6,0,0,Total nonfarm,20,Kansas,HI,Hires
JTS000000200000000HIR         ,1/1/2021,2021,M01,1,JAN,January,3.6,0,0,Total nonfarm,20,Kansas,HI,Hires
JTS000000210000000HIR         ,1/1/2019,2019,M01,1,JAN,January,4.2,0,0,Total nonfarm,21,Kentucky,HI,Hires
JTS000000210000000HIR         ,1/1/2020,2020,M01,1,JAN,January,4.4,0,0,Total nonfarm,21,Kentucky,HI,Hires
JTS000000210000000HIR         ,1/1/2021,2021,M01,1,JAN,January,4.3,0,0,Total nonfarm,21,Kentucky,HI,Hires
JTS000000220000000HIR         ,1/1/2019,2019,M01,1,JAN,January,4.6,0,0,Total nonfarm,22,Louisiana,HI,Hires
JTS000000220000000HIR         ,1/1/2020,2020,M01,1,JAN,January,3.9,0,0,Total nonfarm,22,Louisiana,HI,Hires
JTS000000220000000HIR         ,1/1/2021,2021,M01,1,JAN,January,4.4,0,0,Total nonfarm,22,Louisiana,HI,Hires
JTS000000230000000HIR         ,1/1/2019,2019,M01,1,JAN,January,3.9,0,0,Total nonfarm,23,Maine,HI,Hires
JTS000000230000000HIR         ,1/1/2020,2020,M01,1,JAN,January,3.7,0,0,Total nonfarm,23,Maine,HI,Hires
JTS000000230000000HIR         ,1/1/2021,2021,M01,1,JAN,January,4.1,0,0,Total nonfarm,23,Maine,HI,Hires
JTS000000240000000HIR         ,1/1/2019,2019,M01,1,JAN,January,3.8,0,0,Total nonfarm,24,Maryland,HI,Hires
JTS000000240000000HIR         ,1/1/2020,2020,M01,1,JAN,January,3.9,0,0,Total nonfarm,24,Maryland,HI,Hires
JTS000000240000000HIR         ,1/1/2021,2021,M01,1,JAN,January,2.9,0,0,Total nonfarm,24,Maryland,HI,Hires
JTS000000250000000HIR         ,1/1/2019,2019,M01,1,JAN,January,3.4,0,0,Total nonfarm,25,Massachusetts,HI,Hires
JTS000000250000000HIR         ,1/1/2020,2020,M01,1,JAN,January,3,0,0,Total nonfarm,25,Massachusetts,HI,Hires
JTS000000250000000HIR         ,1/1/2021,2021,M01,1,JAN,January,3.2,0,0,Total nonfarm,25,Massachusetts,HI,Hires
JTS000000260000000HIR         ,1/1/2019,2019,M01,1,JAN,January,3.2,0,0,Total nonfarm,26,Michigan,HI,Hires
JTS000000260000000HIR         ,1/1/2020,2020,M01,1,JAN,January,3.3,0,0,Total nonfarm,26,Michigan,HI,Hires
JTS000000260000000HIR         ,1/1/2021,2021,M01,1,JAN,January,4.1,0,0,Total nonfarm,26,Michigan,HI,Hires
JTS000000270000000HIR         ,1/1/2019,2019,M01,1,JAN,January,4.4,0,0,Total nonfarm,27,Minnesota,HI,Hires
JTS000000270000000HIR         ,1/1/2020,2020,M01,1,JAN,January,2.9,0,0,Total nonfarm,27,Minnesota,HI,Hires
JTS000000270000000HIR         ,1/1/2021,2021,M01,1,JAN,January,3.3,0,0,Total nonfarm,27,Minnesota,HI,Hires
JTS000000280000000HIR         ,1/1/2019,2019,M01,1,JAN,January,4.1,0,0,Total nonfarm,28,Mississippi,HI,Hires
JTS000000280000000HIR         ,1/1/2020,2020,M01,1,JAN,January,4.1,0,0,Total nonfarm,28,Mississippi,HI,Hires
JTS000000280000000HIR         ,1/1/2021,2021,M01,1,JAN,January,4.5,0,0,Total nonfarm,28,Mississippi,HI,Hires
JTS000000290000000HIR         ,1/1/2019,2019,M01,1,JAN,January,3.4,0,0,Total nonfarm,29,Missouri,HI,Hires
JTS000000290000000HIR         ,1/1/2020,2020,M01,1,JAN,January,4,0,0,Total nonfarm,29,Missouri,HI,Hires
JTS000000290000000HIR         ,1/1/2021,2021,M01,1,JAN,January,4,0,0,Total nonfarm,29,Missouri,HI,Hires
JTS000000300000000HIR         ,1/1/2019,2019,M01,1,JAN,January,5,0,0,Total nonfarm,30,Montana,HI,Hires
JTS000000300000000HIR         ,1/1/2020,2020,M01,1,JAN,January,5.3,0,0,Total nonfarm,30,Montana,HI,Hires
JTS000000300000000HIR         ,1/1/2021,2021,M01,1,JAN,January,5,0,0,Total nonfarm,30,Montana,HI,Hires
JTS000000310000000HIR         ,1/1/2019,2019,M01,1,JAN,January,3.6,0,0,Total nonfarm,31,Nebraska,HI,Hires
JTS000000310000000HIR         ,1/1/2020,2020,M01,1,JAN,January,3.9,0,0,Total nonfarm,31,Nebraska,HI,Hires
JTS000000310000000HIR         ,1/1/2021,2021,M01,1,JAN,January,4,0,0,Total nonfarm,31,Nebraska,HI,Hires
JTS000000320000000HIR         ,1/1/2019,2019,M01,1,JAN,January,4.5,0,0,Total nonfarm,32,Nevada,HI,Hires
JTS000000320000000HIR         ,1/1/2020,2020,M01,1,JAN,January,5.2,0,0,Total nonfarm,32,Nevada,HI,Hires
JTS000000320000000HIR         ,1/1/2021,2021,M01,1,JAN,January,4.6,0,0,Total nonfarm,32,Nevada,HI,Hires
JTS000000330000000HIR         ,1/1/2019,2019,M01,1,JAN,January,3.5,0,0,Total nonfarm,33,New Hampshire,HI,Hires
JTS000000330000000HIR         ,1/1/2020,2020,M01,1,JAN,January,3.9,0,0,Total nonfarm,33,New Hampshire,HI,Hires
JTS000000330000000HIR         ,1/1/2021,2021,M01,1,JAN,January,3.9,0,0,Total nonfarm,33,New Hampshire,HI,Hires
JTS000000340000000HIR         ,1/1/2019,2019,M01,1,JAN,January,3.3,0,0,Total nonfarm,34,New Jersey,HI,Hires
JTS000000340000000HIR         ,1/1/2020,2020,M01,1,JAN,January,3.5,0,0,Total nonfarm,34,New Jersey,HI,Hires
JTS000000340000000HIR         ,1/1/2021,2021,M01,1,JAN,January,4,0,0,Total nonfarm,34,New Jersey,HI,Hires
JTS000000350000000HIR         ,1/1/2019,2019,M01,1,JAN,January,3.8,0,0,Total nonfarm,35,New Mexico,HI,Hires
JTS000000350000000HIR         ,1/1/2020,2020,M01,1,JAN,January,4.7,0,0,Total nonfarm,35,New Mexico,HI,Hires
JTS000000350000000HIR         ,1/1/2021,2021,M01,1,JAN,January,4.1,0,0,Total nonfarm,35,New Mexico,HI,Hires
JTS000000360000000HIR         ,1/1/2019,2019,M01,1,JAN,January,2.7,0,0,Total nonfarm,36,New York,HI,Hires
JTS000000360000000HIR         ,1/1/2020,2020,M01,1,JAN,January,3.5,0,0,Total nonfarm,36,New York,HI,Hires
JTS000000360000000HIR         ,1/1/2021,2021,M01,1,JAN,January,3.1,0,0,Total nonfarm,36,New York,HI,Hires
JTS000000370000000HIR         ,1/1/2019,2019,M01,1,JAN,January,4.7,0,0,Total nonfarm,37,North Carolina,HI,Hires
JTS000000370000000HIR         ,1/1/2020,2020,M01,1,JAN,January,5,0,0,Total nonfarm,37,North Carolina,HI,Hires
JTS000000370000000HIR         ,1/1/2021,2021,M01,1,JAN,January,5,0,0,Total nonfarm,37,North Carolina,HI,Hires
JTS000000380000000HIR         ,1/1/2019,2019,M01,1,JAN,January,5.9,0,0,Total nonfarm,38,North Dakota,HI,Hires
JTS000000380000000HIR         ,1/1/2020,2020,M01,1,JAN,January,4.1,0,0,Total nonfarm,38,North Dakota,HI,Hires
JTS000000380000000HIR         ,1/1/2021,2021,M01,1,JAN,January,4.1,0,0,Total nonfarm,38,North Dakota,HI,Hires
JTS000000390000000HIR         ,1/1/2019,2019,M01,1,JAN,January,3.6,0,0,Total nonfarm,39,Ohio,HI,Hires
JTS000000390000000HIR         ,1/1/2020,2020,M01,1,JAN,January,3.4,0,0,Total nonfarm,39,Ohio,HI,Hires
JTS000000390000000HIR         ,1/1/2021,2021,M01,1,JAN,January,4,0,0,Total nonfarm,39,Ohio,HI,Hires
JTS000000400000000HIR         ,1/1/2019,2019,M01,1,JAN,January,4.2,0,0,Total nonfarm,40,Oklahoma,HI,Hires
JTS000000400000000HIR         ,1/1/2020,2020,M01,1,JAN,January,4.5,0,0,Total nonfarm,40,Oklahoma,HI,Hires
JTS000000400000000HIR         ,1/1/2021,2021,M01,1,JAN,January,3.9,0,0,Total nonfarm,40,Oklahoma,HI,Hires
JTS000000410000000HIR         ,1/1/2019,2019,M01,1,JAN,January,4.5,0,0,Total nonfarm,41,Oregon,HI,Hires
