period_date,year,period,value,sizeclass_code,area_code,industry_code,industry_text,industry_sort,industry_display_level,state_code,state_text,state_sort,state_display_level,dataelement_code,dataelement_text,dataelement_sort,dataelement_display_level
1/1/2021,2021,M01,4.1,1,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
1/1/2019,2019,M01,4.4,2,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
1/1/2020,2020,M01,4.3,2,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
1/1/2021,2021,M01,4.3,2,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
1/1/2019,2019,M01,4.5,3,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
1/1/2020,2020,M01,4.8,3,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
1/1/2021,2021,M01,4.5,3,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
1/1/2019,2019,M01,4.3,4,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
1/1/2020,2020,M01,3.9,4,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
1/1/2021,2021,M01,4.3,4,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
1/1/2019,2019,M01,3.2,5,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
1/1/2020,2020,M01,3.6,5,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
1/1/2021,2021,M01,3.6,5,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
1/1/2019,2019,M01,1.8,6,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
1/1/2020,2020,M01,1.8,6,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
1/1/2021,2021,M01,1.9,6,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
1/1/2019,2019,M01,5,0,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
1/1/2020,2020,M01,4.7,0,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
1/1/2021,2021,M01,5,0,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
1/1/2019,2019,M01,4.4,1,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
1/1/2020,2020,M01,5.2,1,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
1/1/2021,2021,M01,5.5,1,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
1/1/2019,2019,M01,5,2,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
1/1/2020,2020,M01,4.3,2,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
1/1/2021,2021,M01,4.6,2,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
1/1/2019,2019,M01,5.2,3,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
1/1/2020,2020,M01,4.5,3,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
1/1/2021,2021,M01,5,3,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
1/1/2019,2019,M01,5.2,4,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
1/1/2020,2020,M01,4.9,4,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
1/1/2021,2021,M01,5.3,4,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
1/1/2019,2019,M01,5.6,5,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
1/1/2020,2020,M01,4.9,5,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
1/1/2021,2021,M01,5.1,5,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
1/1/2019,2019,M01,4.3,6,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
1/1/2020,2020,M01,4.4,6,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
1/1/2021,2021,M01,4.5,6,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
1/1/2019,2019,M01,1.2,0,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2020,2020,M01,1.3,0,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2021,2021,M01,1.3,0,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2019,2019,M01,1.1,1,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2020,2020,M01,1,1,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2021,2021,M01,1.4,1,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2019,2019,M01,1.2,2,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2020,2020,M01,1.3,2,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2021,2021,M01,1.1,2,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2019,2019,M01,1.2,3,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2020,2020,M01,1.4,3,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2021,2021,M01,1.4,3,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2019,2019,M01,1.4,4,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2020,2020,M01,1.5,4,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2021,2021,M01,1.7,4,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2019,2019,M01,1.2,5,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2020,2020,M01,1.2,5,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2021,2021,M01,1.3,5,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2019,2019,M01,0.6,6,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2020,2020,M01,0.5,6,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2021,2021,M01,0.6,6,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2019,2019,M01,0.2,0,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
1/1/2020,2020,M01,0.2,0,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
1/1/2021,2021,M01,0.2,0,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
1/1/2019,2019,M01,0.2,1,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
1/1/2020,2020,M01,0.4,1,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
1/1/2021,2021,M01,0.2,1,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
1/1/2019,2019,M01,0.2,2,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
1/1/2020,2020,M01,0.2,2,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
1/1/2021,2021,M01,0.2,2,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
1/1/2019,2019,M01,0.2,3,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
1/1/2020,2020,M01,0.2,3,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
1/1/2021,2021,M01,0.2,3,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
1/1/2019,2019,M01,0.2,4,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
1/1/2020,2020,M01,0.2,4,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
1/1/2021,2021,M01,0.2,4,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
1/1/2019,2019,M01,0.2,5,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
1/1/2020,2020,M01,0.2,5,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
1/1/2021,2021,M01,0.3,5,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
1/1/2019,2019,M01,0.2,6,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
1/1/2020,2020,M01,0.3,6,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
1/1/2021,2021,M01,0.2,6,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
1/1/2019,2019,M01,2.6,0,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
1/1/2020,2020,M01,2.6,0,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
1/1/2021,2021,M01,2.6,0,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
1/1/2019,2019,M01,2.4,1,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
1/1/2020,2020,M01,2.3,1,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
1/1/2021,2021,M01,2,1,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
1/1/2019,2019,M01,2.9,2,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
1/1/2020,2020,M01,2.8,2,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
1/1/2021,2021,M01,2.9,2,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
1/1/2019,2019,M01,2.6,3,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
1/1/2020,2020,M01,2.9,3,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
1/1/2021,2021,M01,2.9,3,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
1/1/2019,2019,M01,2.7,4,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
1/1/2020,2020,M01,2.5,4,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
1/1/2021,2021,M01,2.4,4,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
1/1/2019,2019,M01,2,5,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
1/1/2020,2020,M01,2.2,5,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
1/1/2021,2021,M01,2.2,5,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
1/1/2019,2019,M01,1,6,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
1/1/2020,2020,M01,1.1,6,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
1/1/2021,2021,M01,0.9,6,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
1/1/2019,2019,M01,4,0,0,100000,Total private,2,1,0,Total US,1,0,TS,Total separations,3,0
1/1/2020,2020,M01,4.2,0,0,100000,Total private,2,1,0,Total US,1,0,TS,Total separations,3,0
1/1/2021,2021,M01,4.1,0,0,100000,Total private,2,1,0,Total US,1,0,TS,Total separations,3,0
1/1/2019,2019,M01,3.8,1,0,100000,Total private,2,1,0,Total US,1,0,TS,Total separations,3,0
1/1/2020,2020,M01,3.7,1,0,100000,Total private,2,1,0,Total US,1,0,TS,Total separations,3,0
1/1/2021,2021,M01,3.7,1,0,100000,Total private,2,1,0,Total US,1,0,TS,Total separations,3,0
1/1/2019,2019,M01,4.4,2,0,100000,Total private,2,1,0,Total US,1,0,TS,Total separations,3,0
1/1/2020,2020,M01,4.3,2,0,100000,Total private,2,1,0,Total US,1,0,TS,Total separations,3,0
1/1/2021,2021,M01,4.2,2,0,100000,Total private,2,1,0,Total US,1,0,TS,Total separations,3,0
1/1/2019,2019,M01,4.1,3,0,100000,Total private,2,1,0,Total US,1,0,TS,Total separations,3,0
1/1/2020,2020,M01,4.5,3,0,100000,Total private,2,1,0,Total US,1,0,TS,Total separations,3,0
1/1/2021,2021,M01,4.5,3,0,100000,Total private,2,1,0,Total US,1,0,TS,Total separations,3,0
1/1/2019,2019,M01,4.3,4,0,100000,Total private,2,1,0,Total US,1,0,TS,Total separations,3,0
1/1/2020,2020,M01,4.2,4,0,100000,Total private,2,1,0,Total US,1,0,TS,Total separations,3,0
1/1/2021,2021,M01,4.3,4,0,100000,Total private,2,1,0,Total US,1,0,TS,Total separations,3,0
1/1/2019,2019,M01,3.4,5,0,100000,Total private,2,1,0,Total US,1,0,TS,Total separations,3,0
1/1/2020,2020,M01,3.6,5,0,100000,Total private,2,1,0,Total US,1,0,TS,Total separations,3,0
1/1/2021,2021,M01,3.8,5,0,100000,Total private,2,1,0,Total US,1,0,TS,Total separations,3,0
1/1/2019,2019,M01,1.8,6,0,100000,Total private,2,1,0,Total US,1,0,TS,Total separations,3,0
1/1/2020,2020,M01,1.9,6,0,100000,Total private,2,1,0,Total US,1,0,TS,Total separations,3,0
1/1/2021,2021,M01,1.7,6,0,100000,Total private,2,1,0,Total US,1,0,TS,Total separations,3,0
1/1/2019,2019,M01,4.4,0,0,110099,Mining and logging,3,2,0,Total US,1,0,HI,Hires,2,0
1/1/2020,2020,M01,2.3,0,0,110099,Mining and logging,3,2,0,Total US,1,0,HI,Hires,2,0
1/1/2021,2021,M01,2.9,0,0,110099,Mining and logging,3,2,0,Total US,1,0,HI,Hires,2,0
1/1/2019,2019,M01,4,0,0,110099,Mining and logging,3,2,0,Total US,1,0,JO,Job openings,1,0
1/1/2020,2020,M01,2.6,0,0,110099,Mining and logging,3,2,0,Total US,1,0,JO,Job openings,1,0
1/1/2021,2021,M01,3.9,0,0,110099,Mining and logging,3,2,0,Total US,1,0,JO,Job openings,1,0
1/1/2019,2019,M01,1.8,0,0,110099,Mining and logging,3,2,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2020,2020,M01,0.9,0,0,110099,Mining and logging,3,2,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2021,2021,M01,1.2,0,0,110099,Mining and logging,3,2,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2019,2019,M01,0.1,0,0,110099,Mining and logging,3,2,0,Total US,1,0,OS,Other separations,6,1
1/1/2020,2020,M01,0.3,0,0,110099,Mining and logging,3,2,0,Total US,1,0,OS,Other separations,6,1
1/1/2021,2021,M01,0.4,0,0,110099,Mining and logging,3,2,0,Total US,1,0,OS,Other separations,6,1
1/1/2019,2019,M01,2.3,0,0,110099,Mining and logging,3,2,0,Total US,1,0,QU,Quits,4,1
1/1/2020,2020,M01,2,0,0,110099,Mining and logging,3,2,0,Total US,1,0,QU,Quits,4,1
1/1/2021,2021,M01,1.3,0,0,110099,Mining and logging,3,2,0,Total US,1,0,QU,Quits,4,1
1/1/2019,2019,M01,4.1,0,0,110099,Mining and logging,3,2,0,Total US,1,0,TS,Total separations,3,0
1/1/2020,2020,M01,3.2,0,0,110099,Mining and logging,3,2,0,Total US,1,0,TS,Total separations,3,0
1/1/2021,2021,M01,2.8,0,0,110099,Mining and logging,3,2,0,Total US,1,0,TS,Total separations,3,0
1/1/2019,2019,M01,5.7,0,0,230000,Construction,4,2,0,Total US,1,0,HI,Hires,2,0
1/1/2020,2020,M01,5.5,0,0,230000,Construction,4,2,0,Total US,1,0,HI,Hires,2,0
1/1/2021,2021,M01,4.7,0,0,230000,Construction,4,2,0,Total US,1,0,HI,Hires,2,0
1/1/2019,2019,M01,3.9,0,0,230000,Construction,4,2,0,Total US,1,0,JO,Job openings,1,0
1/1/2020,2020,M01,3.7,0,0,230000,Construction,4,2,0,Total US,1,0,JO,Job openings,1,0
1/1/2021,2021,M01,3.9,0,0,230000,Construction,4,2,0,Total US,1,0,JO,Job openings,1,0
1/1/2019,2019,M01,2.5,0,0,230000,Construction,4,2,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2020,2020,M01,2.4,0,0,230000,Construction,4,2,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2021,2021,M01,2.5,0,0,230000,Construction,4,2,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2019,2019,M01,0.3,0,0,230000,Construction,4,2,0,Total US,1,0,OS,Other separations,6,1
1/1/2020,2020,M01,0.2,0,0,230000,Construction,4,2,0,Total US,1,0,OS,Other separations,6,1
1/1/2021,2021,M01,0.2,0,0,230000,Construction,4,2,0,Total US,1,0,OS,Other separations,6,1
1/1/2019,2019,M01,2.6,0,0,230000,Construction,4,2,0,Total US,1,0,QU,Quits,4,1
1/1/2020,2020,M01,2.1,0,0,230000,Construction,4,2,0,Total US,1,0,QU,Quits,4,1
1/1/2021,2021,M01,1.9,0,0,230000,Construction,4,2,0,Total US,1,0,QU,Quits,4,1
1/1/2019,2019,M01,5.4,0,0,230000,Construction,4,2,0,Total US,1,0,TS,Total separations,3,0
1/1/2020,2020,M01,4.8,0,0,230000,Construction,4,2,0,Total US,1,0,TS,Total separations,3,0
1/1/2021,2021,M01,4.6,0,0,230000,Construction,4,2,0,Total US,1,0,TS,Total separations,3,0
1/1/2019,2019,M01,2.7,0,0,300000,Manufacturing,5,2,0,Total US,1,0,HI,Hires,2,0
1/1/2020,2020,M01,2.5,0,0,300000,Manufacturing,5,2,0,Total US,1,0,HI,Hires,2,0
1/1/2021,2021,M01,2.9,0,0,300000,Manufacturing,5,2,0,Total US,1,0,HI,Hires,2,0
1/1/2019,2019,M01,3.3,0,0,300000,Manufacturing,5,2,0,Total US,1,0,JO,Job openings,1,0
1/1/2020,2020,M01,3.1,0,0,300000,Manufacturing,5,2,0,Total US,1,0,JO,Job openings,1,0
1/1/2021,2021,M01,4.2,0,0,300000,Manufacturing,5,2,0,Total US,1,0,JO,Job openings,1,0
1/1/2019,2019,M01,0.7,0,0,300000,Manufacturing,5,2,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2020,2020,M01,1,0,0,300000,Manufacturing,5,2,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2021,2021,M01,0.7,0,0,300000,Manufacturing,5,2,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2019,2019,M01,0.1,0,0,300000,Manufacturing,5,2,0,Total US,1,0,OS,Other separations,6,1
1/1/2020,2020,M01,0.2,0,0,300000,Manufacturing,5,2,0,Total US,1,0,OS,Other separations,6,1
1/1/2021,2021,M01,0.2,0,0,300000,Manufacturing,5,2,0,Total US,1,0,OS,Other separations,6,1
1/1/2019,2019,M01,1.7,0,0,300000,Manufacturing,5,2,0,Total US,1,0,QU,Quits,4,1
1/1/2020,2020,M01,1.5,0,0,300000,Manufacturing,5,2,0,Total US,1,0,QU,Quits,4,1
1/1/2021,2021,M01,2.1,0,0,300000,Manufacturing,5,2,0,Total US,1,0,QU,Quits,4,1
1/1/2019,2019,M01,2.5,0,0,300000,Manufacturing,5,2,0,Total US,1,0,TS,Total separations,3,0
1/1/2020,2020,M01,2.7,0,0,300000,Manufacturing,5,2,0,Total US,1,0,TS,Total separations,3,0
1/1/2021,2021,M01,3,0,0,300000,Manufacturing,5,2,0,Total US,1,0,TS,Total separations,3,0
1/1/2019,2019,M01,2.3,0,0,320000,Durable goods manufacturing,6,3,0,Total US,1,0,HI,Hires,2,0
1/1/2020,2020,M01,2.3,0,0,320000,Durable goods manufacturing,6,3,0,Total US,1,0,HI,Hires,2,0
1/1/2021,2021,M01,2.5,0,0,320000,Durable goods manufacturing,6,3,0,Total US,1,0,HI,Hires,2,0
1/1/2019,2019,M01,3.4,0,0,320000,Durable goods manufacturing,6,3,0,Total US,1,0,JO,Job openings,1,0
1/1/2020,2020,M01,3,0,0,320000,Durable goods manufacturing,6,3,0,Total US,1,0,JO,Job openings,1,0
1/1/2021,2021,M01,3.9,0,0,320000,Durable goods manufacturing,6,3,0,Total US,1,0,JO,Job openings,1,0
1/1/2019,2019,M01,0.6,0,0,320000,Durable goods manufacturing,6,3,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2020,2020,M01,0.9,0,0,320000,Durable goods manufacturing,6,3,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2021,2021,M01,0.6,0,0,320000,Durable goods manufacturing,6,3,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2019,2019,M01,0.1,0,0,320000,Durable goods manufacturing,6,3,0,Total US,1,0,OS,Other separations,6,1
1/1/2020,2020,M01,0.2,0,0,320000,Durable goods manufacturing,6,3,0,Total US,1,0,OS,Other separations,6,1
1/1/2021,2021,M01,0.2,0,0,320000,Durable goods manufacturing,6,3,0,Total US,1,0,OS,Other separations,6,1
1/1/2019,2019,M01,1.4,0,0,320000,Durable goods manufacturing,6,3,0,Total US,1,0,QU,Quits,4,1
1/1/2020,2020,M01,1.4,0,0,320000,Durable goods manufacturing,6,3,0,Total US,1,0,QU,Quits,4,1
1/1/2021,2021,M01,1.9,0,0,320000,Durable goods manufacturing,6,3,0,Total US,1,0,QU,Quits,4,1
1/1/2019,2019,M01,2.1,0,0,320000,Durable goods manufacturing,6,3,0,Total US,1,0,TS,Total separations,3,0
1/1/2020,2020,M01,2.5,0,0,320000,Durable goods manufacturing,6,3,0,Total US,1,0,TS,Total separations,3,0
1/1/2021,2021,M01,2.7,0,0,320000,Durable goods manufacturing,6,3,0,Total US,1,0,TS,Total separations,3,0
1/1/2019,2019,M01,3.4,0,0,340000,Nondurable goods manufacturing,7,3,0,Total US,1,0,HI,Hires,2,0
1/1/2020,2020,M01,2.9,0,0,340000,Nondurable goods manufacturing,7,3,0,Total US,1,0,HI,Hires,2,0
1/1/2021,2021,M01,3.4,0,0,340000,Nondurable goods manufacturing,7,3,0,Total US,1,0,HI,Hires,2,0
1/1/2019,2019,M01,3,0,0,340000,Nondurable goods manufacturing,7,3,0,Total US,1,0,JO,Job openings,1,0
1/1/2020,2020,M01,3.2,0,0,340000,Nondurable goods manufacturing,7,3,0,Total US,1,0,JO,Job openings,1,0
1/1/2021,2021,M01,4.7,0,0,340000,Nondurable goods manufacturing,7,3,0,Total US,1,0,JO,Job openings,1,0
1/1/2019,2019,M01,1,0,0,340000,Nondurable goods manufacturing,7,3,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2020,2020,M01,1.1,0,0,340000,Nondurable goods manufacturing,7,3,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2021,2021,M01,0.9,0,0,340000,Nondurable goods manufacturing,7,3,0,Total US,1,0,LD,Layoffs and discharges,5,1
1/1/2019,2019,M01,0.2,0,0,340000,Nondurable goods manufacturing,7,3,0,Total US,1,0,OS,Other separations,6,1
1/1/2020,2020,M01,0.2,0,0,340000,Nondurable goods manufacturing,7,3,0,Total US,1,0,OS,Other separations,6,1
1/1/2021,2021,M01,0.2,0,0,340000,Nondurable goods manufacturing,7,3,0,Total US,1,0,OS,Other separations,6,1
1/1/2019,2019,M01,2.2,0,0,340000,Nondurable goods manufacturing,7,3,0,Total US,1,0,QU,Quits,4,1
1/1/2020,2020,M01,1.7,0,0,340000,Nondurable goods manufacturing,7,3,0,Total US,1,0,QU,Quits,4,1
1/1/2021,2021,M01,2.4,0,0,340000,Nondurable goods manufacturing,7,3,0,Total US,1,0,QU,Quits,4,1
1/1/2019,2019,M01,3.3,0,0,340000,Nondurable goods manufacturing,7,3,0,Total US,1,0,TS,Total separations,3,0
1/1/2020,2020,M01,3,0,0,340000,Nondurable goods manufacturing,7,3,0,Total US,1,0,TS,Total separations,3,0
1/1/2021,2021,M01,3.4,0,0,340000,Nondurable goods manufacturing,7,3,0,Total US,1,0,TS,Total separations,3,0
1/1/2019,2019,M01,4.1,0,0,400000,"Trade, transportation, and utilities",8,2,0,Total US,1,0,HI,Hires,2,0
1/1/2020,2020,M01,4.3,0,0,400000,"Trade, transportation, and utilities",8,2,0,Total US,1,0,HI,Hires,2,0
1/1/2021,2021,M01,4.4,0,0,400000,"Trade, transportation, and utilities",8,2,0,Total US,1,0,HI,Hires,2,0
1/1/2019,2019,M01,4.9,0,0,400000,"Trade, transportation, and utilities",8,2,0,Total US,1,0,JO,Job openings,1,0
1/1/2020,2020,M01,4.2,0,0,400000,"Trade, transportation, and utilities",8,2,0,Total US,1,0,JO,Job openings,1,0
1/1/2021,2021,M01,4.6,0,0,400000,"Trade, transportation, and utilities",8,2,0,Total US,1,0,JO,Job openings,1,0
